date_cleaned,topic_split,count
2021-11-02,armed conflicts and attacks,7
2021-11-02,business and economics,7
2021-11-02,disasters and accidents,7
2021-11-02,health and environment,7
2021-11-02,international relations,7
2021-11-02,politics and elections and economics,7
2021-11-02,sports,7
2021-11-03,armed conflicts and attacks,7
2021-11-03,business and economics,7
2021-11-03,disasters and accidents,7
2021-11-03,health and environment,7
2021-11-03,international relations,7
2021-11-03,politics and elections and economics,7
2021-11-03,sports,7
2021-11-04,business and economics,5
2021-11-04,disasters and accidents,5
2021-11-04,health and environment,5
2021-11-04,law and crime and politics,5
2021-11-04,politics and elections and economics,5
2021-11-05,armed conflicts and attacks,5
2021-11-05,business and economics,5
2021-11-05,disasters and accidents,5
2021-11-05,health and environment,5
2021-11-05,law and crime and politics,5
2021-11-06,armed conflicts and attacks,4
2021-11-06,disasters and accidents,4
2021-11-06,health and environment,4
2021-11-06,law and crime and politics,4
2021-11-07,armed conflicts and attacks,5
2021-11-07,disasters and accidents,5
2021-11-07,health and environment,5
2021-11-07,politics and elections and economics,5
2021-11-07,sports,5
2021-11-08,armed conflicts and attacks,6
2021-11-08,business and economics,6
2021-11-08,disasters and accidents,6
2021-11-08,health and environment,6
2021-11-08,international relations,6
2021-11-08,politics and elections and economics,6
2021-11-09,armed conflicts and attacks,5
2021-11-09,disasters and accidents,5
2021-11-09,health and environment,5
2021-11-09,international relations,5
2021-11-09,law and crime and politics,5
2021-11-10,business and economics,5
2021-11-10,health and environment,5
2021-11-10,international relations,5
2021-11-10,law and crime and politics,5
2021-11-10,politics and elections and economics,5
2021-11-11,armed conflicts and attacks,5
2021-11-11,business and economics,5
2021-11-11,disasters and accidents,5
2021-11-11,health and environment,5
2021-11-11,international relations,5
2021-11-12,armed conflicts and attacks,7
2021-11-12,disasters and accidents,7
2021-11-12,health and environment,7
2021-11-12,international relations,7
2021-11-12,law and crime and politics,7
2021-11-12,politics and elections and economics,7
2021-11-12,sports,7
2021-11-13,armed conflicts and attacks,5
2021-11-13,health and environment,5
2021-11-13,international relations,5
2021-11-13,law and crime and politics,5
2021-11-13,politics and elections and economics,5
2021-11-14,armed conflicts and attacks,4
2021-11-14,disasters and accidents,4
2021-11-14,health and environment,4
2021-11-14,politics and elections and economics,4
2021-11-15,armed conflicts and attacks,7
2021-11-15,business and economics,7
2021-11-15,disasters and accidents,7
2021-11-15,health and environment,7
2021-11-15,international relations,7
2021-11-15,politics and elections and economics,7
2021-11-15,science and technology,7
2021-11-16,armed conflicts and attacks,7
2021-11-16,business and economics,7
2021-11-16,health and environment,7
2021-11-16,international relations,7
2021-11-16,law and crime and politics,7
2021-11-16,politics and elections and economics,7
2021-11-16,science and technology,7
2021-11-17,armed conflicts and attacks,5
2021-11-17,disasters and accidents,5
2021-11-17,health and environment,5
2021-11-17,law and crime and politics,5
2021-11-17,politics and elections and economics,5
2021-11-18,armed conflicts and attacks,6
2021-11-18,arts and culture,6
2021-11-18,health and environment,6
2021-11-18,international relations,6
2021-11-18,law and crime and politics,6
2021-11-18,politics and elections and economics,6
2021-11-19,disasters and accidents,5
2021-11-19,health and environment,5
2021-11-19,international relations,5
2021-11-19,law and crime and politics,5
2021-11-19,politics and elections and economics,5
2021-11-20,health and environment,3
2021-11-20,law and crime and politics,3
2021-11-20,politics and elections and economics,3
2021-11-21,armed conflicts and attacks,5
2021-11-21,health and environment,5
2021-11-21,law and crime and politics,5
2021-11-21,politics and elections and economics,5
2021-11-21,sports,5
2021-11-22,armed conflicts and attacks,6
2021-11-22,business and economics,6
2021-11-22,disasters and accidents,6
2021-11-22,health and environment,6
2021-11-22,international relations,6
2021-11-22,politics and elections and economics,6
2021-11-23,armed conflicts and attacks,6
2021-11-23,arts and culture,6
2021-11-23,business and economics,6
2021-11-23,disasters and accidents,6
2021-11-23,health and environment,6
2021-11-23,law and crime and politics,6
2021-11-24,armed conflicts and attacks,6
2021-11-24,disasters and accidents,6
2021-11-24,health and environment,6
2021-11-24,international relations,6
2021-11-24,law and crime and politics,6
2021-11-24,politics and elections and economics,6
2021-11-25,armed conflicts and attacks,6
2021-11-25,disasters and accidents,6
2021-11-25,health and environment,6
2021-11-25,international relations,6
2021-11-25,law and crime and politics,6
2021-11-25,politics and elections and economics,6
2021-11-26,armed conflicts and attacks,6
2021-11-26,business and economics,6
2021-11-26,disasters and accidents,6
2021-11-26,health and environment,6
2021-11-26,international relations,6
2021-11-26,law and crime and politics,6
2021-11-27,armed conflicts and attacks,5
2021-11-27,business and economics,5
2021-11-27,disasters and accidents,5
2021-11-27,health and environment,5
2021-11-27,international relations,5
2021-11-28,armed conflicts and attacks,5
2021-11-28,disasters and accidents,5
2021-11-28,health and environment,5
2021-11-28,law and crime and politics,5
2021-11-28,politics and elections and economics,5
2021-11-29,armed conflicts and attacks,5
2021-11-29,health and environment,5
2021-11-29,international relations,5
2021-11-29,politics and elections and economics,5
2021-11-29,science and technology,5
2021-11-30,armed conflicts and attacks,5
2021-11-30,health and environment,5
2021-11-30,law and crime and politics,5
2021-11-30,politics and elections and economics,5
2021-11-30,sports,5
2022-01-01,armed conflicts and attacks,6
2022-01-01,disasters and accidents,6
2022-01-01,health and environment,6
2022-01-01,international relations,6
2022-01-01,law and crime and politics,6
2022-01-01,politics and elections and economics,6
2022-01-02,armed conflicts and attacks,7
2022-01-02,disasters and accidents,7
2022-01-02,health and environment,7
2022-01-02,international relations,7
2022-01-02,law and crime and politics,7
2022-01-02,politics and elections and economics,7
2022-01-02,science and technology,7
2022-01-03,armed conflicts and attacks,4
2022-01-03,business and economics,4
2022-01-03,health and environment,4
2022-01-03,science and technology,4
2022-01-04,armed conflicts and attacks,7
2022-01-04,arts and culture,7
2022-01-04,business and economics,7
2022-01-04,disasters and accidents,7
2022-01-04,health and environment,7
2022-01-04,international relations,7
2022-01-04,politics and elections and economics,7
2022-01-05,armed conflicts and attacks,5
2022-01-05,arts and culture,5
2022-01-05,disasters and accidents,5
2022-01-05,health and environment,5
2022-01-05,international relations,5
2022-01-06,armed conflicts and attacks,5
2022-01-06,disasters and accidents,5
2022-01-06,health and environment,5
2022-01-06,law and crime and politics,5
2022-01-06,sports,5
2022-01-07,armed conflicts and attacks,5
2022-01-07,disasters and accidents,5
2022-01-07,health and environment,5
2022-01-07,law and crime and politics,5
2022-01-07,science and technology,5
2022-01-08,armed conflicts and attacks,3
2022-01-08,disasters and accidents,3
2022-01-08,health and environment,3
2022-01-09,armed conflicts and attacks,5
2022-01-09,arts and culture,5
2022-01-09,disasters and accidents,5
2022-01-09,health and environment,5
2022-01-09,international relations,5
2022-01-10,armed conflicts and attacks,8
2022-01-10,arts and culture,8
2022-01-10,disasters and accidents,8
2022-01-10,health and environment,8
2022-01-10,international relations,8
2022-01-10,law and crime and politics,8
2022-01-10,science and technology,8
2022-01-10,sports,8
2022-01-11,disasters and accidents,3
2022-01-11,health and environment,3
2022-01-11,politics and elections and economics,3
2022-01-12,armed conflicts and attacks,4
2022-01-12,business and economics,4
2022-01-12,health and environment,4
2022-01-12,international relations,4
2022-01-13,armed conflicts and attacks,4
2022-01-13,disasters and accidents,4
2022-01-13,health and environment,4
2022-01-13,law and crime and politics,4
2022-01-14,armed conflicts and attacks,5
2022-01-14,disasters and accidents,5
2022-01-14,health and environment,5
2022-01-14,science and technology,5
2022-01-14,sports,5
2022-01-15,armed conflicts and attacks,5
2022-01-15,disasters and accidents,5
2022-01-15,health and environment,5
2022-01-15,international relations,5
2022-01-15,sports,5
2022-01-16,armed conflicts and attacks,7
2022-01-16,business and economics,7
2022-01-16,disasters and accidents,7
2022-01-16,health and environment,7
2022-01-16,law and crime and politics,7
2022-01-16,politics and elections and economics,7
2022-01-16,sports,7
2022-01-17,armed conflicts and attacks,5
2022-01-17,arts and culture,5
2022-01-17,disasters and accidents,5
2022-01-17,health and environment,5
2022-01-17,law and crime and politics,5
2022-01-18,business and economics,3
2022-01-18,disasters and accidents,3
2022-01-18,health and environment,3
2022-01-19,armed conflicts and attacks,5
2022-01-19,business and economics,5
2022-01-19,disasters and accidents,5
2022-01-19,health and environment,5
2022-01-19,politics and elections and economics,5
2022-01-20,armed conflicts and attacks,6
2022-01-20,disasters and accidents,6
2022-01-20,health and environment,6
2022-01-20,law and crime and politics,6
2022-01-20,politics and elections and economics,6
2022-01-20,science and technology,6
2022-01-21,armed conflicts and attacks,4
2022-01-21,health and environment,4
2022-01-21,international relations,4
2022-01-21,law and crime and politics,4
2022-01-22,armed conflicts and attacks,2
2022-01-22,health and environment,2
2022-01-23,armed conflicts and attacks,4
2022-01-23,disasters and accidents,4
2022-01-23,health and environment,4
2022-01-23,politics and elections and economics,4
2022-01-24,armed conflicts and attacks,6
2022-01-24,disasters and accidents,6
2022-01-24,health and environment,6
2022-01-24,law and crime and politics,6
2022-01-24,politics and elections and economics,6
2022-01-24,science and technology,6
2022-01-25,arts and culture,4
2022-01-25,disasters and accidents,4
2022-01-25,health and environment,4
2022-01-25,law and crime and politics,4
2022-01-26,armed conflicts and attacks,4
2022-01-26,health and environment,4
2022-01-26,international relations,4
2022-01-26,law and crime and politics,4
2022-01-27,armed conflicts and attacks,3
2022-01-27,health and environment,3
2022-01-27,politics and elections and economics,3
2022-01-28,armed conflicts and attacks,5
2022-01-28,business and economics,5
2022-01-28,disasters and accidents,5
2022-01-28,health and environment,5
2022-01-28,international relations,5
2022-01-29,armed conflicts and attacks,7
2022-01-29,disasters and accidents,7
2022-01-29,health and environment,7
2022-01-29,international relations,7
2022-01-29,law and crime and politics,7
2022-01-29,politics and elections and economics,7
2022-01-29,sports,7
2022-01-30,disasters and accidents,6
2022-01-30,health and environment,6
2022-01-30,international relations,6
2022-01-30,law and crime and politics,6
2022-01-30,politics and elections and economics,6
2022-01-30,sports,6
2022-01-31,armed conflicts and attacks,6
2022-01-31,disasters and accidents,6
